ASE;2014;Harald;Gall;Male;Program Board
ASE;2014;Dimitra;Giannakopoulou;Female;Program Board
ASE;2014;John;Grundy;Male;Program Board
ASE;2014;Mark;Harman;Male;Program Board
ASE;2014;Paola;Inverardi;Female;Program Board
ASE;2014;Andrew;Ireland;Male;Program Board
ASE;2014;Sarfraz;Khurshid;Male;Program Board
ASE;2014;Akash;Lal;;Program Board
ASE;2014;Axel;Legay;Male;Program Board
ASE;2014;Emmanuel;Letier;;Program Board
ASE;2014;Darko;Marinov;Male;Program Board
ASE;2014;Tim;Menzies;Male;Program Board
ASE;2014;Martin;Naedele;Male;Program Board
ASE;2014;Corina;Pasareanu;Female;Program Board
ASE;2014;Charles;Pecheur;Male;Program Board
ASE;2014;Lori;Pollock;;Program Board
ASE;2014;Abhik;Roychoudhury;;Program Board
ASE;2014;Motoshi;Saeki;;Program Board
ASE;2014;Gabriele;Taentzer;Female;Program Board
ASE;2014;Nikolai;Tillmann;Male;Program Board
ASE;2014;Paolo;Tonella;Male;Program Board
ASE;2014;Willem;Visser;Male;Program Board
ASE;2014;Tao;Xie;Male;Program Board
ASE;2014;Thomas;Zimmermann;Male;Program Board
ASE;2014;Andrea;Zisman;Female;Program Board
ASE;2014;Luciano;Floridi;Male;Keynote Speaker
ASE;2014;Andrei;Voronkov;Male;Keynote Speaker
ASE;2014;Magnus;Larsson;Male;Keynote Speaker
ATEM;2006;Jean-Marie;Favre;Male;Organising Committee
ATEM;2006;Dragan;Gasevic;Male;Organising Committee
ATEM;2006;Ralf;Lammel;Male;Organising Committee
ATEM;2006;Andreas;Winter;Male;Organising Committee
ATEM;2007;Jean-Marie;Favre;Male;Organising Committee
ATEM;2007;Dragan;Gasevic;Male;Organising Committee
ATEM;2007;Ralf;Lämmel;Male;Organising Committee
ATEM;2007;Andreas;Winter;Male;Organising Committee
CBSE;2000;Mikio;Aoyama;;Organising Committee
CBSE;2000;Alan;Brown;Male;Organising Committee
CBSE;2000;Wojtek;Kozacynski;Male;Organising Committee
CBSE;2000;Philippe;Kruchten;Male;Organising Committee
CBSE;2000;William;Lee;Male;Organising Committee
CBSE;2000;Jim;Ning;Male;Organising Committee
CBSE;2000;Mike;Sparling;Male;Organising Committee
CBSE;2000;David;Sprott;Male;Organising Committee
CBSE;2000;Kurt;Wallnau;Male;Organising Committee
CBSE;2000;Alan;Cameron Wills;Male;Organising Committee
CBSE;2000;Christian;Zeidler;Male;Organising Committee
CBSE;2001;Ivica;Crnkovic;Male;Organising Committee
CBSE;2001;Heinz;Schmidt;Male;Organising Committee
CBSE;2001;Judith;Stafford;Female;Organising Committee
CBSE;2001;Kurt;Wallnau;Male;Organising Committee
CBSE;2001;Jan;Bosch;Male;Program Committee
CBSE;2001;Betty;Cheng;Female;Program Committee
CBSE;2001;Rob;Deline;Male;Program Committee
CBSE;2001;George;T. Heineman;Male;Program Committee
CBSE;2001;Daniel;Jackson;Male;Program Committee
CBSE;2001;Otto;Preiss;Male;Program Committee
CBSE;2001;Murali;Sitaraman;Male;Program Committee
CBSE;2001;Clemens;Szyperski;Male;Program Committee
CBSE;2001;Steve;Vestal;Male;Program Committee
CBSE;2001;Jeffrey;Voas;Male;Program Committee
CBSE;2001;Wolfgang;Weck;Male;Program Committee
CBSE;2001;Dave;Wile;Male;Program Committee
CBSE;2001;Alex;Wolf;;Program Committee
CBSE;2001;Christian;Zeidler;Male;Program Committee
CBSE;2002;Ivica;Crnkovic;Male;Organising Committee
CBSE;2002;Heinz;Schmidt;Male;Organising Committee
CBSE;2002;Judith;Stafford;Female;Organising Committee
CBSE;2002;Kurt;Wallnau;Male;Organising Committee
CBSE;2002;Jan;Bosch;Male;Program Committee
CBSE;2002;Betty;Cheng;Female;Program Committee
CBSE;2002;Ivica;Crnkovic;Male;Program Committee
CBSE;2002;Elisabetta;Di Nitto;Female;Program Committee
CBSE;2002;Jacky;Estublier;;Program Committee
CBSE;2002;Kathi;Fisler;Female;Program Committee
CBSE;2002;Dimitra;Giannakopoulou;Female;Program Committee
CBSE;2002;Richard;Hall;Male;Program Committee
CBSE;2002;Dick;Hamlet;Male;Program Committee
CBSE;2002;George;T. Heineman;Male;Program Committee
CBSE;2002;Shriram;Krishnamurthi;Male;Program Committee
CBSE;2002;Marcus;Lumpe;Male;Program Committee
CBSE;2002;John;Penix;Male;Program Committee
CBSE;2002;Otto;Preiss;Male;Program Committee
CBSE;2002;Heinz;Schmidt;Male;Program Committee
CBSE;2002;Judith;Stafford;Female;Program Committee
CBSE;2002;Clemens;Szyperski;Male;Program Committee
CBSE;2002;Kurt;Wallnau;Male;Program Committee
CBSE;2002;Dave;Wile;Male;Program Committee
CBSE;2003;Ivica;Crnkovic;Male;Organising Committee
CBSE;2003;Heinz;Schmidt;Male;Organising Committee
CBSE;2003;Judith;Stafford;Female;Organising Committee
CBSE;2003;Kurt;Wallnau;Male;Organising Committee
CBSE;2003;Judith;Bishop;Female;Program Committee
CBSE;2003;Jan;Bosch;Male;Program Committee
CBSE;2003;Ivica;Crnkovic;Male;Program Committee
CBSE;2003;Jacky;Estublier;;Program Committee
CBSE;2003;Kathi;Fisler;Female;Program Committee
CBSE;2003;Dimitra;Giannakopoulou;Female;Program Committee
CBSE;2003;Richard;Hall;Male;Program Committee
CBSE;2003;Dick;Hamlet;Male;Program Committee
CBSE;2003;George;T. Heineman;Male;Program Committee
CBSE;2003;Paola;Inverardi;Female;Program Committee
CBSE;2003;Shriram;Krishnamurthi;Male;Program Committee
CBSE;2003;Otto;Preiss;Male;Program Committee
CBSE;2003;Heinz;Schmidt;Male;Program Committee
CBSE;2003;Judith;Stafford;Female;Program Committee
CBSE;2003;Clemens;Szyperski;Male;Program Committee
CBSE;2003;Kurt;Wallnau;Male;Program Committee
CBSE;2003;Dave;Wile;Male;Program Committee
CBSE;2003;Christian;Zeidler;Male;Program Committee
CBSE;2004;Clemens;Szyperski;Male;General Chair
CBSE;2004;Ivica;Crnkovic;Male;Program Chair
CBSE;2004;Heinz;Schmidt;Male;Organising Committee
CBSE;2004;Judith;Stafford;Female;Organising Committee
CBSE;2004;Kurt;Wallnau;Male;Organising Committee
CBSE;2004;Uwe;Aßmann;Male;Program Committee
CBSE;2004;Jakob;Axelsson;Male;Program Committee
CBSE;2004;Mike;Barnett;Male;Program Committee
CBSE;2004;Judith;Bishop;Female;Program Committee
CBSE;2004;Jan;Bosch;Male;Program Committee
CBSE;2004;Michel;Chaudron;Male;Program Committee
CBSE;2004;Wolfgang;Emmerich;Male;Program Committee
CBSE;2004;Jacky;Estublier;;Program Committee
CBSE;2004;Andre;van der Hoek;Male;Program Committee
CBSE;2004;Kathi;Fisler;Female;Program Committee
CBSE;2004;Dimitra;Giannakopoulou;Female;Program Committee
CBSE;2004;Richard;Hall;Male;Program Committee
CBSE;2004;Dick;Hamlet;Male;Program Committee
CBSE;2004;George;Heineman;Male;Program Committee
CBSE;2004;Paola;Inverardi;Female;Program Committee
CBSE;2004;Bengt;Jonsson;;Program Committee
CBSE;2004;Shriram;Krishnamurthi;Male;Program Committee
CBSE;2004;Jeff;Magee;Male;Program Committee
CBSE;2004;Nenad;Medvidović;Male;Program Committee
CBSE;2004;Magnus;Larsson;Male;Program Committee
CBSE;2004;Rob;van Ommering;Male;Program Committee
CBSE;2004;Heinz;Schmidt;Male;Program Committee
